"Id","Company Name","Email","Phone","Street","City","State","Zip Code","DEA #","Account Classification", "Classification Type", "Active/Suspended", "Suspended Date", "Suspension Reason", "Account Status", "Approved","Registered On", "How did you hear about us?", "What do you hope to achieve by joining?", "Last Login"
"100328","SR Legal Name Child2","nagarjuna.golamaru@amzur.com","123-456-2584","SR Street Address","SR City","FL","52874","SR1234567","Wholesaler","","active","0000-00-00","","final","1","Nov. 22, 2018 00:39:35","N/A","N/A","N/A"
"100329","GK Enterprises","gangadhar.kola@trxadedev.com","999-999-9999","GK Enterprises","Hubli","AL","32830","AZ9876543","Pharmacy","Retail Pharmacy","active","0000-00-00","","final","1","Nov. 22, 2018 01:10:29","N/A","N/A","N/A"
"100330","GK Enterprises","gangadhar.kola@trxadedev.com","999-999-9999","GK Enterprises","Hidss","AK","12345","OP1239999","Pharmacy","Long Term Care","active","0000-00-00","","ready","1","Nov. 22, 2018 01:50:57","N/A","N/A","N/A"
"100331","GS","r123@mailinator.com","123-456-4700","Address	Street Address","City","FL","14578","GS1234567","Pharmacy","","active","0000-00-00","","new","1","Nov. 22, 2018 08:19:26","N/A","N/A","N/A"
"100332","PS Enterprises","gnr@mailinator.com","999-999-9999","PS Enterprises","PS Enterprises","AL","12345","PS1231234","Pharmacy","","active","0000-00-00","","final","1","Nov. 23, 2018 00:28:51","N/A","N/A","N/A"
"100333","SP Enterprises","gnr@mailinator.com","999-999-9999","SP Enterprises","SP Enterprises","AZ","12345","SP1231234","Wholesaler","","active","0000-00-00","","final","1","Nov. 23, 2018 00:53:22","N/A","N/A","N/A"
"100334","ZP Enterprises","nagarjuna.golamaru@amzur.com","999-999-9999","ZP Enterprises","ZP Enterprises","AL","12345","ZP1231234","Wholesaler","Broker","active","0000-00-00","","final","1","Nov. 23, 2018 01:15:03","N/A","N/A","N/A"
"100335","HJ","nagarjuna.golamaru@amzurtech.com","999-858-0000","test address","Newyork","DE","10004","HJ1234567","Wholesaler","","active","0000-00-00","","ready","1","Nov. 26, 2018 08:18:23","N/A","N/A","N/A"
"100336","DS","nagarjuna.golamaru@amzurtech.com","999-858-0000","test address","Newyork","GA","10004","DS1234567","Wholesaler","","active","0000-00-00","","ready","1","Nov. 26, 2018 09:59:28","N/A","N/A","N/A"
"100337","PY","gnr.mca@gmail.com","123-456-4700","Street Address","City","FL","53245","PY1234567","Pharmacy","","active","0000-00-00","","new","1","Nov. 27, 2018 08:19:09","N/A","N/A","N/A"
"100338","YP Child2","nagarjuna.golamaru@amzur.com","123-123-1234","Street Address","City","CO","15748","YP1234567","Wholesaler","","active","0000-00-00","","final","1","Nov. 27, 2018 08:24:26","N/A","N/A","N/A"
"100339","AG","gnr.mca@gmail.com","321-321-3210","Street Address","City","KS","25461","AG1234567","Pharmacy","","active","0000-00-00","","new","1","Nov. 27, 2018 10:01:21","N/A","N/A","N/A"
"100340","Matrix Legal","nagarjuna.golamaru@amzur.com","123-456-1478","Street Address","City","KS","15487","CD1234567","Wholesaler","","active","0000-00-00","","final","1","Nov. 27, 2018 11:59:41","N/A","N/A","N/A"
"100341","OP Legal Name","nagarjuna.golamaru@amzurtech.com","999-999-9999","OP AddressEnterprises","OP City","AL","12345","OP1234567","Wholesaler","Full Line Wholesaler","active","0000-00-00","","ready","1","Nov. 27, 2018 12:57:46","N/A","N/A","N/A"
"100342","Supplier Legal Name","nagarjuna.golamaru@amzurtech.com","999-999-9999","OO ENTERPRISES","OO ENTERPRISES","AK","12345","OO1234567","Wholesaler","Full Line Wholesaler","active","0000-00-00","","ready","1","Nov. 27, 2018 13:03:18","N/A","N/A","N/A"
"100343","FF Enterprises","nagarjuna.golamaru@amzur.com","999-999-9999","FF Enterprises","FF Enterprises","AK","12345","FF1234567","Wholesaler","","active","0000-00-00","","final","1","Nov. 27, 2018 14:27:15","N/A","N/A","N/A"
"100344","KT","gnr.mca@gmail.com","123-123-4567","Street Address","City","LA","45879","KT1234567","Pharmacy","","active","2018-12-03","; User suspended on 12/03/2018 - Reason: Need Application","final","1","Nov. 28, 2018 04:42:00","N/A","N/A","N/A"
"100345","NU","gnr.mca@gmail.com","999-999-9999","NU","NU","AK","12345","NU1234567","Pharmacy","Retail Pharmacy","active","0000-00-00","","final","1","Nov. 28, 2018 12:36:15","N/A","N/A","N/A"
"100346","Supplier NP","prasad.nunela@dev2.trxadedev.com","123-456-2580","Legal Street","Legal City","FL","10005","GC1234567","Pharmacy","","active","0000-00-00","","new","1","Dec. 04, 2018 06:38:51","N/A","N/A","N/A"
"100347","SZ Trade Name","gnr.mca@gmail.com","123-456-0000","test address","Newyork","FL","10004","PQ1234567","Pharmacy","","active","0000-00-00","","final","1","Dec. 04, 2018 07:02:17","N/A","N/A","N/A"
"100348","","gnr.mca@gmail.com","123-456-0000","test address","Newyork","CO","10004","PR1234567","Pharmacy","","active","0000-00-00","","final","1","Dec. 04, 2018 07:07:43","N/A","N/A","N/A"
"100349","BB Trade Name","prasad.nunela@dev2.trxadedev.com","123-456-0000","BB Street Address","BB City","FL","32044","BB1234567","Pharmacy","","active","0000-00-00","","new","1","Dec. 04, 2018 08:43:44","N/A","N/A","N/A"
"100350","EE Trade Name","gangadhar.kola@trxadedev.com","1234647656","Street-1","Florida","GA","32044","EE1234567","Pharmacy","","active","0000-00-00","","new","1","Dec. 04, 2018 08:47:17","N/A","N/A","N/A"
"100351","SZ Trade Name","sravanimudumba8@gmail.com","123-456-0000","test address","Newyork","CO","10004","HO1234567","Pharmacy","","active","0000-00-00","","new","1","Dec. 04, 2018 10:09:20","N/A","N/A","N/A"
"100352","SX","prasad.nunela@gmail.com","123-123-9990","SX address","Florida","FL","52431","SX1234567","Wholesaler","","active","2020-06-08","; User suspended on 06/08/2020 - Reason: testing","final","1","Dec. 26, 2018 08:12:38","N/A","N/A","N/A"
"100353","TR Trade Name","Lakshmi.tamminana@amzur.com","123-456-0000","TR Address","Florida","FL","32044","TR1234567","Pharmacy","","active","0000-00-00","","final","1","Dec. 30, 2018 23:29:06","N/A","N/A","Mar. 11, 2026 09:28:59"
"100354","TX Legal Name","gnr.mca@gmail.com","123-123-1234","TX Address","Florida","FL","32044","TX1234567","Pharmacy","","active","0000-00-00","","final","1","Dec. 31, 2018 01:49:29","N/A","N/A","N/A"
"100355","TR Trade Name","gnr.mca@gmail.com","123-456-0000","test address","Newyork","AL","10004","YS1234567","Pharmacy","","active","0000-00-00","","final","1","Dec. 31, 2018 05:54:29","N/A","N/A","N/A"
"100356","TR Trade Name","gnr.mca@gmail.com","123-456-0000","test address","Newyork","FL","45781","SC1234567","Pharmacy","","active","0000-00-00","","final","1","Jan. 02, 2019 04:47:39","N/A","N/A","N/A"
"100357","JM Trade","gnr.mca@gmail.com","123-456-0000","JM Address","JM City","FL","32044","JM1234567","Pharmacy","","active","0000-00-00","","final","1","Jan. 03, 2019 03:00:31","N/A","N/A","N/A"
"100358","MJ","gnr.mca@gmail.com","123-456-0000","MJ Address","Florida","FL","32004","MJ1234567","Pharmacy","","active","0000-00-00","","final","1","Jan. 03, 2019 05:40:38","N/A","N/A","N/A"
"100359","BG","gnr.mca@gmail.com","123-456-0000","AG test address","Florida","FL","32044","BG1234567","Pharmacy","","active","0000-00-00","","final","1","Jan. 04, 2019 03:51:02","N/A","N/A","N/A"
"100360","BH","gnr.mca@gmail.com","123-456-0000","BH street address","Florida","FL","32044","BH1234567","Pharmacy","","active","0000-00-00","","final","1","Jan. 04, 2019 03:57:40","N/A","N/A","N/A"
"100361","HG","nagarjuna.golamaru@amzur.com","123-123-1452","Street address","Florida","FL","32044","HG1234567","Wholesaler","","active","0000-00-00","","final","1","Jan. 04, 2019 06:01:51","N/A","N/A","N/A"
"100362","DE","nagarjuna.golamaru@amzur.com","517-629-9481","Street address","florida","FL","32044","DE1234567","Wholesaler","Distributor","active","0000-00-00","","final","1","Jan. 04, 2019 06:07:38","N/A","N/A","N/A"
"100363","WS Legal","gnr.mca@gmail.com","123-456-0000","test address","test","NY","10005","WS1234567","Pharmacy","","active","0000-00-00","","final","1","Jan. 29, 2019 11:32:20","N/A","N/A","N/A"
"100364","WP Legal","gnr.mca@gmail.com","123-456-0000","test address","test","FL","32044","WP1234567","Pharmacy","","active","0000-00-00","","final","1","Jan. 29, 2019 11:44:39","N/A","N/A","N/A"
"100365","KB Legal","gnr.mca@gmail.com","999-858-2345","test address","Florida","NY","10005","KB1234567","Pharmacy","","active","0000-00-00","","final","1","Jan. 30, 2019 12:02:30","N/A","N/A","N/A"
"100366","KC Legal","gnr.mca@gmail.com","123-456-0000","KC street","KC city","FL","32044","KC1234567","Pharmacy","","active","0000-00-00","","final","1","Jan. 30, 2019 12:15:22","N/A","N/A","N/A"
"100367","KD Legal","gnr.mca@gmail.com","123-456-0000","KD Street ","KD City","NY","10005","KD1234567","Pharmacy","","active","0000-00-00","","final","1","Jan. 30, 2019 12:24:56","N/A","N/A","N/A"
"100368","AJ Legal Name","gnr.mca@gmail.com","123-123-1234","AJ Street Address","AJ City","FL","32703","AJ1234567","Pharmacy","","active","0000-00-00","","final","1","Feb. 25, 2019 04:27:43","N/A","N/A","N/A"
"100369","JA Trade Name","gnr.mca@gmail.com","123-123-4567","JA Street Name","JA City","FL","73045","JA1234567","Pharmacy","","active","0000-00-00","","ready","1","Feb. 25, 2019 05:16:51","N/A","N/A","N/A"
"100370","PK Trade","gnr.mca@gmail.com","123-123-1234","PK Street Address","PK City","FL","34075","PK1234567","Pharmacy","","active","0000-00-00","","ready","1","Feb. 25, 2019 05:23:53","N/A","N/A","N/A"
"100371","SD Legal Name","sravanimudumba8@gmail.com","7275157297","12320 Lake Blvd, New Port Richey","Trinity","FL","34655","SD1234567","Pharmacy","","active","0000-00-00","","final","1","Feb. 25, 2019 05:44:59","N/A","N/A","N/A"
"100372","SK Legal Name","gnr.mca@gmail.com","123-123-1234","SK Street Address","SK City","FL","32044","SK1234567","Pharmacy","","active","0000-00-00","","final","1","Feb. 25, 2019 11:52:09","N/A","N/A","N/A"
"100373","KS Legal Name","gnr.mca@gmail.com","123-123-1234","KS Street Name","KS City","FL","32044","KS1234567","Pharmacy","","active","0000-00-00","","final","1","Feb. 25, 2019 12:05:48","N/A","N/A","N/A"
"100374","","gnr.mca@gmail.com","555-555-5555","AK Address","AK City","FL","100254","AK1234567","Pharmacy","","active","0000-00-00","","final","1","Mar. 01, 2019 05:48:36","N/A","N/A","N/A"
"100375","Legal MD","gnr.mca@gmail.com","123-123-1234","MD Address","MD City","FL","32044","MD1234567","Pharmacy","Retail Pharmacy","active","0000-00-00","","final","1","Mar. 01, 2019 05:53:12","N/A","N/A","N/A"
"100376","GJ legal name","gnr.mca@gmail.com","123-456-0000","Address","City","FL","32043","GJ1234567","Pharmacy","","active","0000-00-00","","final","1","Mar. 01, 2019 05:54:58","N/A","N/A","N/A"
"100377","CH legal","gnr.mca@gmail.com","123-123-1234","test address","test","FL","32046","CH1234567","Pharmacy","","active","0000-00-00","","final","1","Mar. 05, 2019 08:57:56","N/A","N/A","N/A"
"100378","BL Legal Name","gnr.mca@gmail.com","123-123-1234","BL Street Address","BL City","FL","32044","BL1234567","Wholesaler","","active","0000-00-00","","final","1","Mar. 27, 2019 06:24:40","N/A","N/A","N/A"
"100379","CL Legal Name","nagarjuna.golamaru@amzurtech.com","123-123-1234","CL Street Address","CL City","FL","32044","CL1234567","Wholesaler","","active","0000-00-00","","ready","1","Mar. 27, 2019 06:31:34","N/A","N/A","N/A"
"100380","VN Legal Name","gnr.mca@gmail.com","123-123-1234","VN Address	Street Address","VN City","FL","32044","VN1234567","Pharmacy","","active","0000-00-00","","final","1","Apr. 04, 2019 03:37:30","N/A","N/A","N/A"
"100381","UV Legal Name","nagarjuna.golamaru@amzurtech.com","123-123-1235","UV Address Street Address","UV City","FL","32044","UV1234567","Wholesaler","","active","0000-00-00","","final","1","Apr. 04, 2019 05:25:38","N/A","N/A","N/A"
"100382","EF Legal Name","gnr.mca@gmail.com","123-123-1234","EF Address Street Address","EF City","IN","32703","EF1234567","Pharmacy","","active","0000-00-00","","final","1","Apr. 05, 2019 10:05:54","N/A","N/A","N/A"
"100383","SL Legal Name","gnr.mca@gmail.com","123-123-1234","SL Address","SL City","FL","32044","SL1234567","Pharmacy","","active","2020-04-21","; User suspended on 04/21/2020 - Reason: need application again","final","1","Oct. 08, 2018 20:00:00","N/A","N/A","N/A"
"100384","JJ Legal","gnr.mca@gmail.com","123-123-1234","JJ address","JJ","FL","32044","JJ1234567","Pharmacy","","active","0000-00-00","","final","1","Apr. 17, 2019 11:13:02","N/A","N/A","N/A"
"100385","JZ legal","gnr.mca@gmail.com","123-123-1234","JZ Address","JZ city","FL","32044","JZ1234567","Pharmacy","","active","0000-00-00","","final","1","May. 08, 2019 07:46:06","N/A","N/A","N/A"
"100386","TM Legal","gnr.mca@gmail.com","123-123-1234","TM Address","TM florida","FL","32044","TM1234567","Pharmacy","","active","0000-00-00","","new","1","May. 09, 2019 03:36:46","N/A","N/A","N/A"
"100387","KJ Legal","gnr.mca@gmail.com","123-123-1234","KJ Address","KJ city","FL","32044","KJ1234567","Pharmacy","","active","0000-00-00","","final","1","May. 13, 2019 05:24:39","N/A","N/A","N/A"
"100388","GU Legal Name","gnr.mca@gmail.com","123-123-1234","1115 Gunn Hwy, Suite 202","Odessa","FL","33556","GU1234567","Pharmacy","","active","0000-00-00","","final","1","May. 14, 2019 04:21:30","N/A","N/A","N/A"
"100389","Prasad","itzprasadreddy@gmail.com","123-456-4785","orem","orem","UT","84058","KP1234567","Pharmacy","Hospital","active","0000-00-00","","final","1","May. 14, 2019 06:21:27","N/A","N/A","N/A"
"100390","SF Legal Name","gnr.mca@gmail.com","123-123-1234","SF Address","SF","FL","32044","SF1234567","Pharmacy","","active","0000-00-00","","final","1","May. 14, 2019 11:24:24","N/A","N/A","N/A"
"100391","PT Legal","gnr.mca@gmail.com","123-123-1234","PT address","Test","FL","32044","PT1234567","Pharmacy","","active","0000-00-00","","final","1","May. 15, 2019 04:25:30","N/A","N/A","N/A"
"100392","legal","gnr.mca@gmail.com","123-123-1234","address","city","FL","32044","TP1234567","Pharmacy","","active","0000-00-00","","final","1","May. 15, 2019 05:14:41","N/A","N/A","N/A"
"100393","legal","gnr.mca@gmail.com","123-123-1234","address","city","FL","32044","ZK1234567","Pharmacy","","active","0000-00-00","","final","1","May. 15, 2019 06:00:19","N/A","N/A","N/A"
"100616","Test Legal Name","gnr.mca@gmail.com","123-123-1234","Address","City","FL","32044","AL1234567","Pharmacy","","active","0000-00-00","","final","1","May. 15, 2019 07:49:45","N/A","N/A","N/A"
"100617","LD","gnr.mca@gmail.com","123-123-1234","LD","LD","FL","32044","LD1234567","Pharmacy","","active","0000-00-00","","final","1","Jul. 03, 2019 07:50:43","N/A","N/A","N/A"
"100642","LK &amp; Pharmacy","gnr.mca@gmail.com","123-123-1234","LK &amp;amp; Pharmacy address","Test","FL","32044","LK1234567","Pharmacy","","active","0000-00-00","","new","1","Jul. 08, 2019 05:08:25","N/A","N/A","N/A"
"100655","LJ @pharmacy","gnr.mca@gmail.com","123-123-1234","test address","city","FL","32044","LJ1234567","Pharmacy","","active","0000-00-00","","new","1","Jul. 08, 2019 11:02:15","N/A","N/A","N/A"
"100656","LM &#039;pharmacy","gnr.mca@gmail.com","123-123-1234","test address","Test","FL","32044","LM1234567","Pharmacy","","active","0000-00-00","","final","1","Jul. 08, 2019 11:08:28","N/A","N/A","N/A"
"100657","PM 'Pharmacy","gnr.mca@gmail.com","123-123-1234","test address","city","NY","10005","PM1234567","Pharmacy","","active","0000-00-00","","final","1","Jul. 08, 2019 11:33:51","N/A","N/A","N/A"
"100662","ZB &#039;Pharmacy","gnr.mca@gmail.com","123-123-1234","test address","city","FL","32044","ZB1234567","Pharmacy","","active","0000-00-00","","final","1","Jul. 09, 2019 04:04:52","N/A","N/A","N/A"
"100663","ZC @pharmacy","gnr.mca@gmail.com","123-123-1234","test address","city","FL","32044","ZC1234567","Pharmacy","","active","0000-00-00","","final","1","Jul. 09, 2019 04:31:33","N/A","N/A","N/A"
"100664","ZD &#039;Pharmacy","gnr.mca@gmail.com","123-123-1234","test address","city","FL","32044","ZD1234567","Pharmacy","","active","0000-00-00","","final","1","Jul. 09, 2019 04:37:51","N/A","N/A","N/A"
"100665","ZF 'Pharmacy","gnr.mca@gmail.com","123-123-1234","test address","city","FL","32044","ZF1234567","Pharmacy","","active","0000-00-00","","final","1","Jul. 10, 2019 04:51:22","N/A","N/A","N/A"
"100666","ZG @Pharmacy","gnr.mca@gmail.com","123-123-1234","test address","city","FL","32044","ZG1234567","Pharmacy","","active","0000-00-00","","final","1","Jul. 10, 2019 05:06:09","N/A","N/A","N/A"
"100667","ZH 'Pharmacy","gnr.mca@gmail.com","123-123-1234","test address","city","FL","32044","ZH1234567","Pharmacy","","active","0000-00-00","","final","1","Jul. 10, 2019 09:38:15","N/A","N/A","N/A"
"100668","ZJ @Pharmacy","gnr.mca@gmail.com","123-123-1234","test address","city","FL","32044","ZJ1234567","Pharmacy","","active","0000-00-00","","final","1","Jul. 10, 2019 09:47:03","N/A","N/A","N/A"
"100669","ZK &#039;Pharmacy","gnr.mca@gmail.com","123-123-1234","test address","city","FL","32044","ZL1234567","Pharmacy","","active","0000-00-00","","final","1","Jul. 10, 2019 12:10:55","N/A","N/A","N/A"
"100670","ZM &#039;Pharmacy","gnr.mca@gmail.com","123-123-1234","test address","city","FL","32044","ZM1234567","Pharmacy","","active","0000-00-00","","final","1","Jul. 10, 2019 12:41:24","N/A","N/A","N/A"
"100671","ZN &#039;Pharmacy","gnr.mca@gmail.com","123-123-1234","test address","city","FL","32044","ZN1234567","Pharmacy","","active","0000-00-00","","final","1","Jul. 11, 2019 11:30:47","N/A","N/A","N/A"
"100672","HX Trade Name","gnr.mca@gmail.com","123-123-1234","HX Address","HX City","FL","32044","HX1234567","Hospital","","suspended","0000-00-00","","new","0","Jul. 29, 2019 05:03:34","N/A","N/A","N/A"
"100673","Legal Name","gnr.mca@gmail.com","123-123-1234","test address","city","FL","32044","TZ1234567","Pharmacy","Retail Pharmacy,General","active","0000-00-00","","final","1","Aug. 29, 2019 11:46:32","N/A","N/A","N/A"
"100674","Legal Name","gnr.mca@gmail.com","123-123-1234","test address","city","FL","32044","TK1234567","Pharmacy","Chain,General","active","0000-00-00","","new","1","Sep. 13, 2017 20:00:00","N/A","N/A","N/A"
"100675","Test Trxade Trade Number","sravanimudumba8@gmail.com","","","","","","YA1245678","Pharmacy","Retail Pharmacy,Hospital/Acute","suspended","0000-00-00","","new","0","Aug. 29, 2019 14:41:28","N/A","N/A","N/A"
"100676","Test pharma","sravanimudumba8@gmail.com","123-123-1234","12320 Lake Blvd, New Port Richey","Trinity","FL","34655","SZ1234569","Pharmacy","","active","0000-00-00","","valid","1","Aug. 29, 2019 14:53:20","N/A","N/A","N/A"
"100677","Test Trade","gnr.mca@gmail.com","123-123-1234","Test Address","Test city","FL","32044","XH1234567","Hospital","General","active","0000-00-00","","new","1","Sep. 03, 2019 10:23:08","N/A","N/A","N/A"
"100678","Legal Name","gnr.mca@gmail.com","123-123-1234","test address","city","FL","32044","QL1234567","Pharmacy","","active","0000-00-00","","final","1","Sep. 05, 2019 09:58:46","N/A","N/A","N/A"
"100679","Legal Name","sravanimudumba8@gmail.com","123-123-1234","test address","city","NY","10005","QM1234567","Pharmacy","","active","0000-00-00","","final","1","Sep. 06, 2019 04:55:07","N/A","N/A","N/A"
"100680","Paragon2Day","nagarjuna.golamaru@amzur.com","123-123-1234","test address","City","FL","32044","ZZ3891700","Wholesaler","","active","0000-00-00","","final","1","Sep. 09, 2019 06:58:51","N/A","N/A","N/A"
"100681","Quest Child1","nagarjuna.golamaru@amzur.com","123-123-1234","test address","city","FL","32044","RQ0188981","Wholesaler","","active","0000-00-00","","final","1","Sep. 09, 2019 07:13:00","N/A","N/A","N/A"
"100682","Independence","nagarjuna.golamaru@amzurtech.com","123-123-1234","test address","City","FL","32044","RI0467919","Wholesaler","","active","0000-00-00","","final","1","Sep. 09, 2019 07:34:21","N/A","N/A","N/A"
"100683","Legal Name","gnr.mca@gmail.com","123-123-1234","test Address","test City","FL","32043","SM1234567","Pharmacy","Retail Pharmacy","active","0000-00-00","","final","1","Sep. 13, 2017 20:00:00","N/A","N/A","N/A"
"100684","Legal Name","gnr.mca@gmail.com","123-123-1234","test address","city","FL","32044","RB1234567","Pharmacy","","active","0000-00-00","","final","1","Sep. 10, 2018 20:00:00","N/A","N/A","N/A"
"100685","Legal Name","gnr.mca@gmail.com","123-123-1234","test address","city","FL","32044","SZ7654321","Pharmacy","","active","0000-00-00","","final","1","Sep. 20, 2019 06:57:07","N/A","N/A","N/A"
"100686","Test Pharmacy","gnr.mca@gmail.com","123-123-1234","test address","city","FL","32044","CN1234567","Pharmacy","","active","0000-00-00","","final","1","Oct. 21, 2019 05:51:47","N/A","N/A","N/A"
"100822","ng reddy","nagarjuna.golamaru@amzur.com","512-896-6532","SUITE 5A-1204 TUCSON ","Hyd","FL","85705","NG1234567","Wholesaler","","active","0000-00-00","","final","1","Aug. 07, 2017 09:38:50","N/A","N/A","N/A"
"100823","","gnr.mca@gmail.com","123-123-1234","test address","city","FL","32044","SA1234569","Pharmacy","","active","0000-00-00","","new","1","Nov. 05, 2019 11:57:40","N/A","N/A","N/A"
"100824","Test Retail Pharmacy","sravanimudumba8@gmail.com","1234567890","12320 Lake Blvd, New Port Richey","Trinity","FL","34655","SW1234567","Pharmacy","Retail Pharmacy","active","0000-00-00","","ready","1","Nov. 05, 2019 15:04:46","N/A","N/A","N/A"
"100825","Trade Name","gnr.mca@gmail.com","123-123-1234","test address","Test city","FL","32044","SZ1234560","Pharmacy","","active","0000-00-00","","new","1","Nov. 06, 2019 04:03:09","N/A","N/A","N/A"
"100826","Legal Name","gnr.mca@gmail.com","123-123-1234","test address","city","FL","32044","ZD1234569","Pharmacy","Chain","active","0000-00-00","","final","1","Nov. 07, 2019 04:09:39","N/A","N/A","N/A"
"100827","Legal Name","gnr.mca@gmail.com","123-123-1234","test address","city","FL","32044","DS1234569","Pharmacy","Retail Pharmacy","active","0000-00-00","","final","1","Nov. 07, 2019 04:40:28","N/A","N/A","N/A"
"100828","Trade Name","gnr.mca@gmail.com","123-123-1234","test address","Test city","FL","32044","MK1234569","Pharmacy","","active","0000-00-00","","new","1","Nov. 13, 2019 08:43:47","N/A","N/A","N/A"
"100829","Legal Name","gnr.mca@gmail.com","123-123-1234","test address","city","FL","32044","SZ1234599","Pharmacy","","active","0000-00-00","","ready","1","Nov. 13, 2019 09:44:06","N/A","N/A","N/A"
"100830","Legal Name","gnr.mca@gmail.com","123-123-1234","test address","city","FL","32044","SZ1234588","Pharmacy","","active","0000-00-00","","ready","1","Nov. 13, 2019 10:01:52","N/A","N/A","N/A"
"100831","Legal Name GNR","gnr.mca@gmail.com","123-123-1234","test address of gnr","city","FL","32044","SZ1234577","Pharmacy","Retail Pharmacy","active","0000-00-00","","final","1","Nov. 13, 2019 10:16:51","N/A","N/A","N/A"
"100832","Trade Name","gnr.mca@gmail.com","123-123-1234","test address","Test city","FL","32044","SZ1234566","Pharmacy","","active","0000-00-00","","new","1","Nov. 14, 2019 03:39:20","N/A","N/A","N/A"
"100833","Trade Name","gnr.mca@gmail.com","123-123-1234","test address","city","FL","32044","SZ1234511","Pharmacy","","active","0000-00-00","","new","1","Nov. 14, 2019 09:38:42","N/A","N/A","N/A"
"100834","Trade Name","gnr.mca@gmail.com","123-123-1234","test address","city","FL","32044","GH1234500","Pharmacy","","active","0000-00-00","","new","1","Nov. 14, 2019 11:23:05","N/A","N/A","N/A"
"100835","Legal Name","gnr.mca@gmail.com","123-123-1234","test address","Test city","FL","32044","SZ1234000","Pharmacy","","active","0000-00-00","","final","1","Nov. 18, 2019 03:51:38","N/A","N/A","N/A"
"100836","","itzprasad@gmail.com","","","","","","SZ0011223","Pharmacy","Retail Pharmacy","suspended","0000-00-00","","new","0","N/A","N/A","N/A","N/A"
"100837","","gnr.mca@gmail.com","","","","","","SZ0011222","Pharmacy","Retail Pharmacy","suspended","0000-00-00","","new","0","N/A","N/A","N/A","N/A"
"100838","","gnr.mca@gmail.com","","","","","","SZ0011220","Pharmacy","","suspended","0000-00-00","","new","0","N/A","N/A","N/A","N/A"
"100839","","gnr.mca@gmail.com","","","","","","SZ0000000","Pharmacy","Retail Pharmacy","suspended","0000-00-00","","new","0","N/A","N/A","N/A","N/A"
"100840","","gnr.mca@gmail.com","","","","","","SZ0000001","Pharmacy","Retail Pharmacy","active","0000-00-00","","new","1","N/A","N/A","N/A","N/A"
"100841","","gnr.mca@gmail.com","","","","","","SZ0000002","Pharmacy","Retail Pharmacy","active","0000-00-00","","new","1","N/A","N/A","N/A","N/A"
"100842","","gnr.mca@gmail.com","","","","","","SZ0000003","Pharmacy","Retail Pharmacy","suspended","0000-00-00","","new","0","N/A","N/A","N/A","N/A"
"100843","","gnr.mca@gmail.com","","","","","","SZ0000004","Pharmacy","Retail Pharmacy","suspended","0000-00-00","","new","0","N/A","N/A","N/A","N/A"
"100844","","gnr.mca@gmail.com","","","","","","SZ0000005","Pharmacy","Retail Pharmacy","suspended","0000-00-00","","new","0","N/A","N/A","N/A","N/A"
"100845","","gnr.mca@gmail.com","","","","","","SZ0000007","Pharmacy","Retail Pharmacy","suspended","0000-00-00","","new","0","N/A","N/A","N/A","N/A"
"100846","","gnr.mca@gmail.com","","","","","","SZ0000008","Pharmacy","Retail Pharmacy","suspended","0000-00-00","","new","0","N/A","N/A","N/A","N/A"
"100847","","gnr.mca@gmail.com","","","","","","SZ0000009","Pharmacy","Retail Pharmacy","suspended","0000-00-00","","new","0","N/A","N/A","N/A","N/A"
"100848","","gnr.mca@gmail.com","","","","","","SZ0000010","Pharmacy","Retail Pharmacy","suspended","0000-00-00","","new","0","N/A","N/A","N/A","N/A"
"100849","","gnr.mca@gmail.com","","","","","","SZ0000011","Pharmacy","Retail Pharmacy","suspended","0000-00-00","","new","0","N/A","N/A","N/A","N/A"
"100850","","gnr.mca@gmail.com","","","","","","SZ0000012","Pharmacy","Retail Pharmacy","suspended","0000-00-00","","new","0","N/A","N/A","N/A","N/A"
"100851","","ayyappa.amara@amzur.com","9998468186","tester","Hyderabad","AK","50000","SZ0000013","Pharmacy","Retail Pharmacy","active","0000-00-00","","new","1","N/A","N/A","N/A","N/A"
"100852","","gnr.mca@gmail.com","","","","","","SZ0000014","Pharmacy","Retail Pharmacy","active","0000-00-00","","new","1","N/A","N/A","N/A","N/A"
"100853","","gnr.mca@gmail.com","","","","","","SZ0000016","Pharmacy","Retail Pharmacy","active","0000-00-00","","new","1","N/A","N/A","N/A","N/A"
"100854","","gnr.mca@gmail.com","","","","","","SZ1212124","Pharmacy","Nuclear","active","0000-00-00","","new","1","N/A","N/A","N/A","N/A"
"100855","","gnr.mca@gmail.com","","","","","","SZ2121211","Pharmacy","Long Term Care","active","0000-00-00","","new","1","N/A","N/A","N/A","N/A"
"100856","","gnr.mca@gmail.com","","","","","","SZ2121200","Pharmacy","Long Term Care","active","0000-00-00","","new","1","N/A","N/A","N/A","N/A"
"100857","","gnr.mca@gmail.com","","","","","","CA1231234","Pharmacy","Chain","active","0000-00-00","","new","1","N/A","N/A","N/A","N/A"
"100858","","gnr.mca@gmail.com","","","","","","CA1234560","Pharmacy","Chain","active","0000-00-00","","new","1","N/A","N/A","N/A","N/A"
"100859","Legal Name","gnr.mca@gmail.com","123-123-1234","test address1","city","FL","32045","AA1234501","Pharmacy","","active","0000-00-00","","final","1","Nov. 22, 2019 06:45:14","N/A","N/A","N/A"
